ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year,Company Name,Sub-Industry,Splits,Dividends
AD8,EQY,AUDINATE GROUP LIMITED                                      ,DEFERRED SETTLEMENT ,1.53,20170630,2017,Audinate Group Limited Ordinary,Electronic Equipment & Parts,1.0,0.0
ADA,EQY,ADACEL TECHNOLOGIES LIMITED                                 ,ORDINARY            ,2.35,20170630,2017,Adacel Technologies Limited Ordinary,Software,1.0,0.0
ADD,EQY,ADAVALE RESOURCES LIMITED                                   ,ORDINARY            ,0.011,20170627,2017,Adavale Resources Limited Ordinary,Integrated  Mining,1.0,0.0
ADH,EQY,ADAIRS LIMITED                                              ,ORDINARY            ,0.86,20170630,2017,Adairs Limited Ordinary,Home Furnishings Retailers,1.0,0.0
ADJ,EQY,ADSLOT LTD                                                  ,ORDINARY            ,0.051,20170630,2017,,,1.0,0.0
ADN,EQY,ANDROMEDA METALS LIMITED                                    ,ORDINARY            ,0.006,20170630,2017,Andromeda Metals Limited Ordinary,Integrated  Mining,1.0,0.0
ADO,EQY,ANTEO DIAGNOSTICS LIMITED                                   ,ORDINARY            ,0.016,20170630,2017,Anteotech Ltd Ordinary,Biotechnology & Medical Research,1.0,0.0
ADR,EQY,ADHERIUM LIMITED                                            ,ORDINARY            ,0.135,20170630,2017,Adherium Limited Ordinary,Advanced Medical Equipment & Technology,1.0,0.0
ADV,EQY,ARDIDEN LTD                                                 ,ORDINARY            ,0.014,20170630,2017,Ardiden Ltd Ordinary,Integrated  Mining,1.0,0.0
ADX,EQY,ADX ENERGY LTD                                              ,ORDINARY            ,0.013,20170629,2017,ADX Energy Ltd Ordinary,Oil & Gas Exploration and Production,1.0,0.0
ADY,EQY,ADMIRALTY RESOURCES NL.                                     ,ORDINARY            ,0.004,20170630,2017,Admiralty Resources NL Ordinary,Steel,1.0,0.0
AEB,EQY,ALGAE.TEC LIMITED                                           ,ORDINARY            ,0.045,20170630,2017,,,1.0,1.02
AEE,EQY,AURA ENERGY LIMITED                                         ,ORDINARY            ,0.023,20170630,2017,Aura Energy Limited Ordinary,Uranium,1.0,1.78
AEF,EQY,AUSTRALIAN ETHICAL INVESTMENT LIMITED                       ,ORDINARY            ,94.6,20170630,2017,Australian Ethical Investment Limited Ordinary,Investment Management & Fund Operators,1.0,0.46
AEG,EQY,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED                    ,ORDINARY            ,1.125,20170630,2017,,,1.0,0.44
AEI,EQY,AERIS ENVIRONMENTAL LTD                                     ,ORDINARY            ,0.275,20170630,2017,Aeris Environmental Ltd Ordinary,Environmental Services & Equipment,1.0,0.0
AER,EQY,AEERIS LTD                                                  ,ORDINARY            ,0.033,20170628,2017,Aeeris Ltd Ordinary,IT Services & Consulting,1.0,0.0
AEV,EQY,AVENIRA LIMITED                                             ,ORDINARY            ,0.07,20170630,2017,Avenira Limited Ordinary,Construction Materials,1.0,0.0
AFA,EQY,ASF GROUP LIMITED                                           ,ORDINARY            ,0.18,20170630,2017,ASF Group Limited Ordinary,Real Estate Services,1.0,0.0
AFG,EQY,AUSTRALIAN FINANCE GROUP LTD                                ,ORDINARY            ,1.285,20170630,2017,Australian Finance Group Ltd Ordinary,Consumer Lending,1.0,4.78
AFI,EQY,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED            ,ORDINARY            ,5.81,20170630,2017,Australian Foundation Investment Company Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
AFP,EQY,AFT PHARMACEUTICALS LIMITED                                 ,ORD FOR. EXEMPT NZX ,2.18,20170630,2017,AFT Pharmaceuticals Limited Ordinary Foreign Exempt NZX,Pharmaceuticals,1.0,0.0
AFR,EQY,AFRICAN ENERGY RESOURCES LIMITED                            ,CHESS DEPOSITARY INT,0.088,20170630,2017,,,1.0,0.0
AFT,EQY,AFT CORPORATION LIMITED                                     ,ORDINARY            ,0.001,20170626,2017,,,1.0,0.0
AFY,EQY,AFTERPAY HOLDINGS LIMITED                                   ,ORDINARY            ,2.74,20170628,2017,,,1.0,0.0
AGD,EQY,AUSTRAL GOLD LIMITED                                        ,ORDINARY            ,0.15,20170630,2017,Austral Gold Limited Ordinary,Integrated  Mining,1.0,0.0
AGE,EQY,ALLIGATOR ENERGY LIMITED                                    ,ORDINARY            ,0.01,20170630,2017,Alligator Energy Limited Ordinary,Uranium,1.0,0.0
AGG,EQY,ANGLOGOLD ASHANTI LIMITED                                   ,CDI  5:1 FOR. EXEMPT,2.65,20170630,2017,,,1.0,2.5500000000000003
AGI,EQY,AINSWORTH GAME TECHNOLOGY LIMITED                           ,ORDINARY            ,2.16,20170630,2017,Ainsworth Game Technology Limited Ordinary,Casinos & Gaming,1.0,0.02
AGJ,EQY,AGRICULTURAL LAND TRUST                                     ,ORDINARY UNITS      ,0.044,20170623,2017,,,1.0,0.0
AGL,EQY,AGL ENERGY LIMITED.                                         ,ORDINARY            ,25.5,20170630,2017,AGL Energy Limited Ordinary,Multiline Utilities,1.0,0.0
AGO,EQY,ATLAS IRON LIMITED                                          ,ORDINARY            ,0.015,20170630,2017,,,1.0,0.56
AGR,EQY,AGUIA RESOURCES LIMITED                                     ,ORDINARY            ,0.42,20170630,2017,Aguia Resources Limited Ordinary,Agricultural Chemicals,1.0,1.72
AGS,EQY,ALLIANCE RESOURCES LIMITED                                  ,ORDINARY            ,0.088,20170630,2017,,,1.0,0.0
AGY,EQY,ARGOSY MINERALS LIMITED                                     ,ORDINARY            ,0.079,20170630,2017,Argosy Minerals Limited Ordinary,Specialty Mining & Metals,1.0,0.0
AHF,EQY,AUSTRALIAN DAIRY FARMS GROUP                                ,STAPLED             ,0.115,20170630,2017,Australian Dairy Nutritionals Limited Ordinary,Fishing & Farming,1.0,0.0
AHG,EQY,AUTOMOTIVE HOLDINGS GROUP LIMITED.                          ,ORDINARY            ,3.35,20170630,2017,,,1.0,0.0
AHK,EQY,ARK MINES LIMITED                                           ,ORDINARY            ,0.115,20170630,2017,ARK Mines Limited Ordinary,Integrated  Mining,1.0,0.0
AHL,EQY,AHALIFE HOLDINGS LIMITED                                    ,ORDINARY            ,0.03,20170630,2017,Adrad Holdings Limited Ordinary,"Auto, Truck & Motorcycle Parts",1.0,0.0
AHN,EQY,ATHENA RESOURCES LIMITED                                    ,ORDINARY            ,0.027,20170627,2017,Athena Resources Limited Ordinary,Integrated  Mining,1.0,0.0
AHQ,EQY,ALLEGIANCE COAL LIMITED                                     ,ORDINARY            ,0.028,20170629,2017,,,1.0,0.0
AHR,EQY,ANCHOR RESOURCES LIMITED                                    ,ORDINARY            ,0.023,20170406,2017,,,1.0,0.0
AHX,EQY,APIAM ANIMAL HEALTH LIMITED                                 ,ORDINARY            ,0.7,20170630,2017,Apiam Animal Health Limited Ordinary,Healthcare Facilities & Services,1.0,0.0
AHY,EQY,ASALEO CARE LIMITED                                         ,ORDINARY            ,1.47,20170630,2017,,,1.0,0.0
AHZ,EQY,ADMEDUS LTD                                                 ,ORDINARY            ,0.265,20170630,2017,,,1.0,0.0
AIA,EQY,AUCKLAND INTERNATIONAL AIRPORT LIMITED                      ,ORD FOR.EXEMPT NZX  ,6.77,20170630,2017,Auckland International Airport Limited Ordinary Foreign Exempt NZX,Airport Operators & Services,1.0,0.96
AIB,EQY,AURORA GLOBAL INCOME TRUST                                  ,ORDINARY UNITS      ,0.82,20170329,2017,,,1.0,0.0
AIQ,EQY,ALTERNATIVE INVESTMENT TRUST                                ,ORDINARY UNITS      ,0.08,20170629,2017,Alternative Investment Trust Ordinary Units,Investment Management & Fund Operators,1.0,0.0
AIR,EQY,ASTIVITA LIMITED                                            ,ORDINARY            ,0.029,20170627,2017,,,1.0,0.32
AIS,EQY,AERIS RESOURCES LIMITED                                     ,ORDINARY            ,0.04,20170630,2017,Aeris Resources Limited Ordinary,Integrated  Mining,1.0,0.0
AIV,EQY,ACTIVEX LIMITED                                             ,ORDINARY            ,0.2,20170630,2017,Activex Limited Ordinary,Integrated  Mining,1.0,1.44
AIY,EQY,AUTHORISED INVESTMENT FUND LIMITED                          ,ORDINARY            ,0.012,20170626,2017,,,1.0,0.0
AIZ,EQY,AIR NEW ZEALAND LIMITED                                     ,ORD FOR. EXEMPT NZX ,3.11,20170630,2017,Air New Zealand Limited Ordinary Foreign Exempt NZX,Airlines,1.0,2.1500000000000004
AJA,EQY,ASTRO JAPAN PROPERTY GROUP                                  ,STAPLED US PROHIBIT.,6.35,20170630,2017,,,1.0,0.0
AJC,EQY,ACACIA COAL LIMITED                                         ,ORDINARY            ,0.004,20170630,2017,,,1.0,0.0
AJD,EQY,ASIA PACIFIC DATA CENTRE GROUP                              ,ORDINARY STAPLED SEC,1.755,20170630,2017,,,1.0,0.0
AJJ,EQY,ASIAN AMERICAN MEDICAL GROUP LIMITED                        ,ORDINARY            ,0.1,20170623,2017,,,1.0,0.0
AJL,EQY,AJ LUCAS GROUP LIMITED                                      ,ORDINARY            ,0.22,20170630,2017,AJ Lucas Group Limited Ordinary,Coal,1.0,0.0
AJM,EQY,ALTURA MINING LIMITED                                       ,ORDINARY            ,0.125,20170630,2017,,,1.0,0.0
AJQ,EQY,ARMOUR ENERGY LIMITED                                       ,ORDINARY            ,0.07,20170630,2017,Armour Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
AJX,EQY,ALEXIUM INTERNATIONAL GROUP LIMITED                         ,ORDINARY            ,0.56,20170630,2017,Alexium International Group Limited Ordinary,Specialty Chemicals,1.0,1.13
AJY,EQY,ASAPLUS RESOURCES LIMITED                                   ,CDI 1:1             ,0.18,20170223,2017,Asaplus Resources Limited CDI 1:1,Steel,1.0,0.0
AKF,EQY,ASK FUNDING LIMITED                                         ,ORDINARY            ,0.06,20170125,2017,,,1.0,0.0
AKG,EQY,ACADEMIES AUSTRALASIA GROUP LIMITED                         ,ORDINARY            ,0.185,20170629,2017,Academies Australasia Group Limited Ordinary,"School, College & University",1.0,0.0
AKM,EQY,ASPIRE MINING LIMITED                                       ,ORDINARY            ,0.018,20170630,2017,Aspire Mining Limited Ordinary,Coal,1.0,0.0
AKN,EQY,AUKING MINING LIMITED                                       ,ORDINARY            ,0.006,20170630,2017,Auking Mining Limited Ordinary,Integrated  Mining,1.0,0.0
AKP,EQY,AUDIO PIXELS HOLDINGS LIMITED                               ,ORDINARY            ,19.0,20170630,2017,Audio Pixels Holdings Limited Ordinary,Computer Hardware,1.0,0.0
AL8,EQY,ALDERAN RESOURCES LIMITED                                   ,ORDINARY            ,0.465,20170630,2017,Alderan Resources Limited Ordinary,Integrated  Mining,1.0,0.0
ALC,EQY,ALCIDION GROUP LIMITED                                      ,ORDINARY            ,0.069,20170630,2017,Alcidion Group Limited Ordinary,Software,1.0,0.0
ALF,EQY,AUSTRALIAN LEADERS FUND LIMITED                             ,ORDINARY            ,1.205,20170630,2017,,,1.0,0.0
ALI,EQY,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED                   ,ORDINARY            ,1.85,20170630,2017,Argo Global Listed Infrastructure Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
ALK,EQY,ALKANE RESOURCES LIMITED                                    ,ORDINARY            ,0.235,20170630,2017,Alkane Resources Limited Ordinary,Gold,1.0,1.2
ALL,EQY,ARISTOCRAT LEISURE LIMITED                                  ,ORDINARY            ,22.56,20170630,2017,Aristocrat Leisure Limited Ordinary,Casinos & Gaming,1.0,1.48
ALQ,EQY,ALS LIMITED                                                 ,ORDINARY            ,7.45,20170630,2017,ALS Limited Ordinary,Business Support Services,1.0,0.0
ALR,EQY,ABERDEEN LEADERS LIMITED                                    ,ORDINARY            ,1.17,20170630,2017,,,1.0,0.0
ALT,EQY,ANALYTICA LIMITED                                           ,ORDINARY            ,0.005,20170630,2017,,,1.0,2.91
ALU,EQY,ALTIUM LIMITED                                              ,ORDINARY            ,8.57,20170630,2017,Altium Limited Ordinary,Software,1.0,0.0
ALY,EQY,ALCHEMY RESOURCES LIMITED                                   ,ORDINARY            ,0.018,20170630,2017,Alchemy Resources Limited Ordinary,Integrated  Mining,1.0,0.0
AMA,EQY,AMA GROUP LIMITED                                           ,ORDINARY            ,0.97,20170630,2017,AMA Group Limited Ordinary,Personal Services,1.0,0.0
AMB,EQY,AMBITION GROUP LIMITED                                      ,ORDINARY            ,0.16,20170622,2017,,,1.0,0.0
AMC,EQY,AMCOR LIMITED                                               ,ORDINARY            ,16.21,20170630,2017,Amcor PLC CDI 1:1 Foreign Exempt NYSE,Non-Paper Containers & Packaging,1.0,0.8
AME,EQY,ALTO METALS LIMITED                                         ,ORDINARY            ,0.072,20170629,2017,Alto Metals Limited Ordinary,Gold,1.0,0.36
AMG,EQY,AUSMEX MINING GROUP LIMITED                                 ,ORDINARY            ,0.071,20170630,2017,,,1.0,0.8
AMH,EQY,AMCIL LIMITED                                               ,ORDINARY            ,0.915,20170630,2017,Amcil Limited Ordinary,Investment Management & Fund Operators,1.0,0.2
AMI,EQY,AURELIA METALS LIMITED                                      ,ORDINARY            ,0.185,20170630,2017,Aurelia Metals Limited Ordinary,Integrated  Mining,1.0,0.0
AML,EQY,AEON METALS LIMITED.                                        ,ORDINARY            ,0.155,20170630,2017,Aeon Metals Limited Ordinary,Specialty Mining & Metals,1.0,0.0
AMN,EQY,AGRIMIN LIMITED                                             ,ORDINARY            ,0.465,20170630,2017,Agrimin Limited Ordinary,Agricultural Chemicals,1.0,0.0
AMO,EQY,AMBERTECH LIMITED                                           ,ORDINARY            ,0.15,20170629,2017,Ambertech Limited Ordinary,Household Electronics,1.0,0.0
AMP,EQY,AMP LIMITED                                                 ,ORDINARY            ,5.19,20170630,2017,AMP Limited Ordinary,Diversified Investment Services,1.0,3.2399999999999998
AMPPA,EQY,AMP LIMITED                                                 ,CN 3M PER Q RD T-21 ,106.0,20170630,2017,,,1.0,0.0
AMT,EQY,ALLEGRA ORTHOPAEDICS LIMITED                                ,ORDINARY            ,0.17,20170629,2017,Allegra Medical Technologies Limited Ordinary,"Medical Equipment, Supplies & Dist'n",1.0,2.62
ANG,EQY,AUSTIN ENGINEERING LIMITED                                  ,ORDINARY            ,0.22,20170630,2017,Austin Engineering Limited Ordinary,Heavy Machinery & Vehicles,1.0,0.0
ANL,EQY,AMANI GOLD LIMITED                                          ,ORDINARY            ,0.043,20170630,2017,Amani Gold Limited Ordinary,Gold,1.0,0.0
ANN,EQY,ANSELL LIMITED                                              ,ORDINARY            ,23.73,20170630,2017,Ansell Limited Ordinary,"Medical Equipment, Supplies & Dist'n",1.0,0.0
ANO,EQY,ADVANCED NANO TECHNOLOGIES LIMITED                          ,ORDINARY            ,0.024,20170630,2017,Advance Zinctek Limited Ordinary,Personal Products,1.0,0.0
ANP,EQY,ANTISENSE THERAPEUTICS LIMITED                              ,ORDINARY            ,0.033,20170630,2017,,,1.0,0.0
ANQ,EQY,ANAECO LIMITED                                              ,ORDINARY            ,0.002,20170630,2017,,,1.0,0.0
ANR,EQY,ANATARA LIFESCIENCES LTD                                    ,ORDINARY            ,1.0,20170630,2017,Anatara Lifesciences Ltd Ordinary,Pharmaceuticals,1.0,0.0
ANS,EQY,AUSTSINO RESOURCES GROUP LIMITED                            ,ORDINARY            ,0.007,20141217,2017,,,1.0,0.0
ANW,EQY,AUS TIN MINING LTD                                          ,ORDINARY            ,0.007,20170630,2017,,,1.0,0.0
ANZ,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED             ,ORDINARY            ,28.72,20170630,2017,ANZ Group Holdings Limited Ordinary,Banks,1.0,0.0
ANZPC,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED             ,CTG PRE 6M PER T    ,102.1,20170630,2017,,,1.0,0.0
ANZPD,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED             ,CN 6M PER Q RD T-21 ,102.49,20170630,2017,,,1.0,0.0
ANZPE,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED             ,CN 6M PER Q RD T-22 ,101.35,20170630,2017,,,1.0,0.0
ANZPF,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED             ,CN 6M PER Q RD T-23 ,102.0,20170630,2017,,,1.0,0.0
ANZPG,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED             ,CN 3M PER Q RD T-24 ,104.75,20170630,2017,,,1.0,0.0
AO1,EQY,ASSETOWL LIMITED                                            ,ORDINARY            ,0.16,20170630,2017,Assetowl Limited Ordinary,Software,1.0,0.0
AOA,EQY,AUSMON RESOURCES LIMITED                                    ,ORDINARY            ,0.004,20170629,2017,Ausmon Resources Limited Ordinary,Integrated  Mining,1.0,2.75
AOD,EQY,AURORA DIVIDEND INCOME TRUST (MANAGED FUND)                 ,MANAGED FUND UNITS  ,0.695,20170426,2017,,,1.0,0.0
AOF,EQY,AUSTRALIAN UNITY OFFICE FUND                                ,ORDINARY            ,2.23,20170630,2017,Australian Unity Office Fund Ordinary Units,Commercial REITs,1.0,0.0
AOG,EQY,AVEO GROUP                                                  ,STAPLED SECURITIES  ,2.78,20170630,2017,,,1.0,0.0
AOH,EQY,ALTONA MINING LIMITED                                       ,ORDINARY            ,0.13,20170630,2017,,,1.0,0.0
AOK,EQY,AUSTEX OIL LIMITED                                          ,ORDINARY            ,0.01,20170630,2017,,,1.0,1.02
AON,EQY,APOLLO MINERALS LIMITED                                     ,ORDINARY            ,0.2,20170630,2017,Apollo Minerals Limited Ordinary,Precious Metals & Minerals,1.0,1.41
AOP,EQY,APOLLO CONSOLIDATED LIMITED                                 ,ORDINARY            ,0.057,20170630,2017,,,1.0,0.0
AOU,EQY,AUROCH MINERALS LTD                                         ,ORDINARY            ,0.145,20170628,2017,,,1.0,0.0
AOW,EQY,AMERICAN PATRIOT OIL & GAS LIMITED                          ,ORDINARY            ,0.017,20170630,2017,,,1.0,0.0
APA,EQY,APA GROUP                                                   ,STAPLED SECURITIES  ,9.17,20170630,2017,APA Group Units Stapled Securities,Natural Gas Utilities,1.0,1.0
APC,EQY,AUSTRALIAN POTASH LIMITED                                   ,ORDINARY            ,0.115,20170630,2017,Australian Potash Limited Ordinary,Agricultural Chemicals,1.0,0.0
APD,EQY,APN PROPERTY GROUP LIMITED                                  ,ORDINARY            ,0.405,20170630,2017,,,1.0,3.8
APE,EQY,AP EAGERS LIMITED                                           ,ORDINARY            ,8.36,20170630,2017,Eagers Automotive Limited Ordinary,"Auto Vehicles, Parts & Svc Retailers",1.0,0.0
APG,EQY,AUSTPAC RESOURCES NL                                        ,ORDINARY            ,0.006,20170629,2017,,,1.0,0.0
API,EQY,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED                ,ORDINARY            ,1.905,20170630,2017,,,1.0,0.0
APL,EQY,ANTIPODES GLOBAL INVESTMENT COMPANY LTD                     ,ORDINARY            ,1.245,20170630,2017,Associate Global Partners Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
APO,EQY,APN OUTDOOR GROUP LIMITED                                   ,ORDINARY            ,4.81,20170630,2017,,,1.0,1.85
APT,EQY,AFTERPAY TOUCH GROUP LIMITED                                ,DEFERRED SETTLEMENT ,2.95,20170630,2017,,,1.0,0.0
APW,EQY,AIMS PROPERTY SECURITIES FUND                               ,UNITS               ,1.505,20170628,2017,Aims Property Securities Fund Ordinary Units,Commercial REITs,1.0,0.0
APX,EQY,APPEN LIMITED                                               ,ORDINARY            ,3.99,20170630,2017,Appen Limited Ordinary,IT Services & Consulting,1.0,0.0
APY,EQY,AZONTO PETROLEUM LTD                                        ,ORDINARY            ,0.011,20170630,2017,,,1.0,0.0
APZ,EQY,ASPEN GROUP                                                 ,ORD/UNITS STAPLED   ,1.1,20170630,2017,Aspen Group Ordinary/Units Stapled Securities,"Real Estate Rental, Devel & Operations",1.0,0.0
AQC,EQY,AUSTRALIAN PACIFIC COAL LIMITED                             ,ORDINARY            ,0.008,20170630,2017,Australian Pacific Coal Limited Ordinary,Coal,1.0,0.0
AQD,EQY,AUSQUEST LIMITED                                            ,ORDINARY            ,0.011,20170630,2017,Ausquest Limited Ordinary,Integrated  Mining,1.0,0.0
AQF,EQY,AUSTRALIAN GOVERNANCE MASTERS INDEX FUND LIMITED            ,ORDINARY            ,1.9,20170626,2017,,,1.0,0.0
AQG,EQY,ALACER GOLD CORP.                                           ,CDI 1:1             ,2.14,20170630,2017,,,1.0,0.0
AQI,EQY,ALICANTO MINERALS LIMITED                                   ,ORDINARY            ,0.185,20170630,2017,Alicanto Minerals Limited Ordinary,Precious Metals & Minerals,1.0,0.0
AQJ,EQY,AUS ASIA MINERALS LIMITED                                   ,ORDINARY            ,0.001,20160311,2017,,,1.0,0.0
AQQ,EQY,APHRODITE GOLD LIMITED                                      ,ORDINARY            ,0.015,20170630,2017,,,1.0,0.0
AQS,EQY,AQUIS ENTERTAINMENT LIMITED                                 ,ORDINARY            ,0.04,20170630,2017,,,1.0,0.0
AQU,EQY,AQUAINT CAPITAL HOLDINGS LIMITED                            ,ORDINARY            ,0.1,20150814,2017,,,1.0,0.0
AQX,EQY,ALICE QUEEN LIMITED                                         ,ORDINARY            ,0.05,20170630,2017,Alice Queen Limited Ordinary,Integrated  Mining,1.0,0.0
AQZ,EQY,ALLIANCE AVIATION SERVICES LIMITED                          ,ORDINARY            ,0.97,20170630,2017,Alliance Aviation Services Limited Ordinary,Airlines,1.0,0.0
AR1,EQY,ARROWHEAD RESOURCES LIMITED                                 ,ORDINARY            ,0.011,20170630,2017,Austral Resources Australia Ltd Ordinary,Specialty Mining & Metals,1.0,0.0
ARA,EQY,ARIADNE AUSTRALIA LIMITED                                   ,ORDINARY            ,0.76,20170629,2017,Ariadne Australia Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
ARB,EQY,ARB CORPORATION LIMITED.                                    ,ORDINARY            ,15.71,20170630,2017,ARB Corporation Limited Ordinary,"Auto, Truck & Motorcycle Parts",1.0,0.0
ARC,EQY,AUSTRALIAN RURAL CAPITAL LIMITED                            ,ORDINARY            ,0.5,20170622,2017,ARC Funds Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
ARD,EQY,ARGENT MINERALS LIMITED                                     ,ORDINARY            ,0.032,20170630,2017,Argent Minerals Limited Ordinary,Integrated  Mining,1.0,0.42000000000000004
ARE,EQY,ARGONAUT RESOURCES NL                                       ,ORDINARY            ,0.007,20170630,2017,,,1.0,3.45
ARF,EQY,ARENA REIT.                                                 ,STAPLED             ,2.25,20170630,2017,Arena Reit. Ordinary/Units Stapled Securities,Specialized REITs,1.0,0.0
ARG,EQY,ARGO INVESTMENTS LIMITED                                    ,ORDINARY            ,7.67,20170630,2017,Argo Investments Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
ARH,EQY,AUSTRALASIAN RESOURCES LIMITED                              ,ORDINARY            ,0.005,20150925,2017,,,1.0,0.0
ARI,EQY,ARRIUM LIMITED                                              ,ORDINARY            ,0.022,20160401,2017,,,1.0,1.84
ARL,EQY,ARDEA RESOURCES LIMITED                                     ,ORDINARY            ,0.58,20170630,2017,Ardea Resources Limited Ordinary,Integrated  Mining,1.0,0.0
ARM,EQY,AURORA MINERALS LIMITED                                     ,ORDINARY            ,0.044,20170630,2017,,,1.0,0.0
ARO,EQY,ASTRO RESOURCES NL                                          ,ORDINARY            ,0.002,20170630,2017,,,1.0,0.0
ARS,EQY,ALT RESOURCES LIMITED                                       ,ORDINARY            ,0.05,20170629,2017,,,1.0,0.0
ARU,EQY,ARAFURA RESOURCES LIMITED                                   ,ORDINARY            ,0.056,20170630,2017,Arafura Rare Earths Ltd Ordinary,Precious Metals & Minerals,1.0,0.0
ARV,EQY,ARTEMIS RESOURCES LIMITED                                   ,ORDINARY            ,0.069,20170630,2017,Artemis Resources Limited Ordinary,Integrated  Mining,1.0,0.0
ARX,EQY,ARC EXPLORATION LIMITED                                     ,ORDINARY            ,0.515,20170630,2017,Aroa Biosurgery Limited Ordinary,"Medical Equipment, Supplies & Dist'n",1.0,0.0
ASB,EQY,AUSTAL LIMITED                                              ,ORDINARY            ,1.83,20170630,2017,Austal Limited Ordinary,Aerospace & Defense,1.0,0.5
ASG,EQY,AUTOSPORTS GROUP LIMITED.                                   ,ORDINARY            ,2.09,20170630,2017,Autosports Group Limited Ordinary,"Auto Vehicles, Parts & Svc Retailers",1.0,0.0
ASH,EQY,ASHLEY SERVICES GROUP LIMITED                               ,ORDINARY            ,0.064,20170629,2017,Ashley Services Group Limited Ordinary,Employment Services,3.04,63.26
ASL,EQY,AUSDRILL LIMITED                                            ,ORDINARY            ,1.835,20170630,2017,,,1.0,0.0
ASN,EQY,ANSON RESOURCES LIMITED                                     ,ORDINARY            ,0.02,20170630,2017,Anson Resources Limited Ordinary,Specialty Mining & Metals,1.0,0.0
ASP,EQY,ASPERMONT LIMITED.                                          ,ORDINARY            ,0.01,20170630,2017,Aspermont Limited Ordinary,Consumer Publishing,1.0,0.0
AST,EQY,AUSNET SERVICES LIMITED                                     ,ORDINARY            ,1.735,20170630,2017,,,1.0,0.0
ASW,EQY,ADVANCED SHARE REGISTRY LIMITED                             ,ORDINARY            ,0.74,20170628,2017,,,1.0,0.0
ASX,EQY,ASX LIMITED                                                 ,ORDINARY            ,53.61,20170630,2017,ASX Limited Ordinary,"Financial, Commodity Market Ops & Svc",1.0,0.16
ASY,EQY,ASSEMBLEBAY LIMITED                                         ,ORDINARY            ,0.019,20170331,2017,,,1.0,0.0
ATA,EQY,ATC ALLOYS LTD                                              ,ORDINARY            ,0.025,20160830,2017,Atturra Limited Ordinary,IT Services & Consulting,1.0,0.0
ATC,EQY,ALTECH CHEMICALS LTD                                        ,ORDINARY            ,0.105,20170630,2017,Altech Batteries Ltd Ordinary,Electrical Components & Equipment,1.0,0.0
ATL,EQY,APOLLO TOURISM & LEISURE LTD                                ,ORDINARY            ,1.495,20170630,2017,,,1.0,0.0
ATM,EQY,ANEKA TAMBANG (PERSERO) TBK (PT)                            ,CDI  1:5            ,0.63,20170525,2017,Aneka Tambang (Persero) TBK (PT) CDI 1:5,Gold,1.0,0.0
ATP,EQY,ATLAS PEARLS AND PERFUMES LTD                               ,ORDINARY            ,0.026,20170630,2017,Atlas Pearls Ltd Ordinary,Apparel & Accessories,1.0,0.0
ATR,EQY,ASTRON CORPORATION LIMITED                                  ,CDI 1:1             ,0.155,20170630,2017,Astron Corporation Limited CDI 1:1,Specialty Mining & Metals,1.0,1.28
ATS,EQY,AUSTRALIS OIL & GAS LIMITED                                 ,ORDINARY            ,0.245,20170630,2017,Australis Oil & Gas Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
ATT,EQY,ANTE REAL ESTATE TRUST                                      ,UNIT                ,0.012,20170628,2017,,,1.0,0.0
ATU,EQY,ATRUM COAL LIMITED                                          ,ORDINARY            ,0.22,20170630,2017,Atrum Coal Limited Ordinary,Steel,1.0,0.0
AU1,EQY,AUSNET FINANCIAL SERVICES LIMITED                           ,ORDINARY            ,0.023,20170630,2017,The Agency Group Australia Ltd Ordinary,Real Estate Services,1.0,0.0
AUB,EQY,AUB GROUP LIMITED                                           ,ORDINARY            ,12.99,20170630,2017,AUB Group Limited Ordinary,Multiline Insurance & Brokers,1.0,0.81
AUC,EQY,AUSGOLD LIMITED                                             ,ORDINARY            ,0.025,20170630,2017,Ausgold Limited Ordinary,Gold,1.0,0.0
AUDS,EQY,BETASHARES STRONG AUSTRALIAN DOLLAR FUND (HEDGE FUND)       ,TMF UNITS           ,15.98,20170629,2017,BetaShares Strong Australian Dollar Fund (Hedge Fund) ETF,,1.0,0.0
AUF,EQY,ASIAN MASTERS FUND LIMITED                                  ,ORDINARY            ,1.31,20170630,2017,,,1.0,0.0
