ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year,Company Name,Sub-Industry,Splits,Dividends
ATC,EQY,ALTECH CHEMICALS LTD                                        ,ORDINARY            ,0.046,20220630,2022,Altech Batteries Ltd Ordinary,Electrical Components & Equipment,1.0,0.0
ATH,EQY,ALTERITY THERAPEUTICS LIMITED                               ,ORDINARY            ,0.013,20220630,2022,Alterity Therapeutics Limited Ordinary,Biotechnology & Medical Research,1.0,0.0
ATL,EQY,APOLLO TOURISM & LEISURE LTD                                ,ORDINARY            ,0.38,20220630,2022,,,1.0,0.0
ATM,EQY,ANEKA TAMBANG (PERSERO) TBK (PT)                            ,CDI  1:5            ,1.245,20220629,2022,Aneka Tambang (Persero) TBK (PT) CDI 1:5,Gold,1.0,0.0
ATP,EQY,ATLAS PEARLS LTD                                            ,ORDINARY            ,0.034,20220629,2022,Atlas Pearls Ltd Ordinary,Apparel & Accessories,1.0,0.0
ATR,EQY,ASTRON CORPORATION LIMITED                                  ,CDI 1:1             ,0.52,20220630,2022,Astron Corporation Limited CDI 1:1,Specialty Mining & Metals,1.0,1.52
ATS,EQY,AUSTRALIS OIL & GAS LIMITED                                 ,ORDINARY            ,0.044,20220630,2022,Australis Oil & Gas Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
ATU,EQY,ATRUM COAL LIMITED                                          ,ORDINARY            ,0.006,20220630,2022,Atrum Coal Limited Ordinary,Steel,1.0,0.0
ATV,EQY,ACTIVEPORT GROUP LTD                                        ,ORDINARY            ,0.078,20220630,2022,Activeport Group Ltd Ordinary,IT Services & Consulting,1.0,0.0
ATX,EQY,AMPLIA THERAPEUTICS LIMITED                                 ,ORDINARY            ,0.096,20220630,2022,Amplia Therapeutics Limited Ordinary,Biotechnology & Medical Research,1.0,0.0
AU1,EQY,THE AGENCY GROUP AUSTRALIA LTD                              ,ORDINARY            ,0.037,20220630,2022,The Agency Group Australia Ltd Ordinary,Real Estate Services,1.0,0.0
AUA,EQY,AUDEARA LIMITED                                             ,ORDINARY            ,0.095,20220630,2022,Audeara Limited Ordinary,Household Electronics,1.0,0.0
AUB,EQY,AUB GROUP LIMITED                                           ,ORDINARY            ,17.68,20220630,2022,AUB Group Limited Ordinary,Multiline Insurance & Brokers,1.0,1.1600000000000001
AUC,EQY,AUSGOLD LIMITED                                             ,ORDINARY            ,0.046,20220630,2022,Ausgold Limited Ordinary,Gold,1.0,0.0
AUE,EQY,AURUM RESOURCES LIMITED                                     ,ORDINARY            ,0.125,20220630,2022,Aurum Resources Limited Ordinary,Integrated  Mining,1.0,0.0
AUH,EQY,AUSTCHINA HOLDINGS LIMITED                                  ,ORDINARY            ,0.006,20220630,2022,Austchina Holdings Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
AUI,EQY,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED                ,ORDINARY            ,9.38,20220630,2022,Australian United Investment Company Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
AUK,EQY,AUMAKE LIMITED.                                             ,ORDINARY            ,0.005,20220630,2022,Aumake Limited Ordinary,Food Retail & Distribution,1.0,0.0
AUN,EQY,AURUMIN LIMITED                                             ,ORDINARY            ,0.115,20220630,2022,Aurumin Limited Ordinary,Gold,1.0,0.0
AUQ,EQY,ALARA RESOURCES LIMITED                                     ,ORDINARY            ,0.044,20220630,2022,Alara Resources Limited Ordinary,Integrated  Mining,1.0,0.0
AUR,EQY,AURIS MINERALS LIMITED                                      ,ORDINARY            ,0.017,20220630,2022,Auris Minerals Limited Ordinary,Integrated  Mining,1.0,0.0
AUT,EQY,AUTECO MINERALS LTD                                         ,ORDINARY            ,0.043,20220630,2022,,,1.0,0.0
AUZ,EQY,AUSTRALIAN MINES LIMITED                                    ,ORDINARY            ,0.06,20220630,2022,Australian Mines Limited Ordinary,Specialty Mining & Metals,1.0,0.0
AV1,EQY,ADVERITAS LIMITED                                           ,ORDINARY            ,0.065,20220630,2022,Adveritas Limited Ordinary,Online Services,1.0,0.0
AVA,EQY,AVA RISK GROUP LIMITED                                      ,ORDINARY            ,0.18,20220630,2022,AVA Risk Group Limited Ordinary,Communications & Networking,1.0,1.76
AVC,EQY,AUCTUS INVESTMENT GROUP LIMITED                             ,ORDINARY            ,1.06,20220630,2022,Auctus Investment Group Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
AVD,EQY,AVADA GROUP LIMITED                                         ,ORDINARY            ,0.745,20220630,2022,Avada Group Limited Ordinary,Construction & Engineering,1.0,0.12
AVE,EQY,AVECHO BIOTECHNOLOGY LIMITED                                ,ORDINARY            ,0.013,20220630,2022,Avecho Biotechnology Limited Ordinary,Biotechnology & Medical Research,1.0,0.0
AVG,EQY,AUSTRALIAN VINTAGE LTD                                      ,ORDINARY            ,0.68,20220630,2022,Australian Vintage Ltd Ordinary,Distillers & Wineries,1.0,0.0
AVH,EQY,AVITA MEDICAL INC.                                          ,CDI 5:1             ,1.39,20220630,2022,Avita Medical Inc. CDI 5:1,Biotechnology & Medical Research,1.0,0.0
AVJ,EQY,AVJENNINGS LIMITED                                          ,ORDINARY            ,0.45,20220630,2022,Avjennings Limited Ordinary,"Real Estate Rental, Devel & Operations",1.0,0.0
AVL,EQY,AUSTRALIAN VANADIUM LIMITED                                 ,ORDINARY            ,0.032,20220630,2022,Australian Vanadium Limited Ordinary,Electrical Components & Equipment,1.0,0.0
AVM,EQY,ADVANCE METALS LIMITED                                      ,ORDINARY            ,0.008,20220630,2022,Advance Metals Limited Ordinary,Coal,1.0,0.0
AVR,EQY,ANTERIS TECHNOLOGIES LTD                                    ,ORDINARY            ,28.8,20220630,2022,Anteris Technologies Ltd Ordinary,"Medical Equipment, Supplies & Dist'n",1.0,0.0
AVW,EQY,AVIRA RESOURCES LTD                                         ,ORDINARY            ,0.003,20220630,2022,Avira Resources Ltd Ordinary,Gold,1.0,0.0
AVZ,EQY,AVZ MINERALS LIMITED                                        ,ORDINARY            ,0.78,20220506,2022,AVZ Minerals Limited Ordinary,Integrated  Mining,1.0,0.0
AW1,EQY,AMERICAN WEST METALS LIMITED                                ,ORDINARY            ,0.145,20220630,2022,American West Metals Limited Ordinary,Integrated  Mining,1.0,0.0
AWC,EQY,ALUMINA LIMITED                                             ,ORDINARY            ,1.465,20220630,2022,Alumina Limited Ordinary,Aluminum,1.0,0.0
AWJ,EQY,AURIC MINING LIMITED                                        ,ORDINARY            ,0.064,20220630,2022,Auric Mining Limited Ordinary,Gold,1.0,0.0
AWV,EQY,ANOVA METALS LIMITED                                        ,ORDINARY            ,0.009,20220630,2022,,,1.0,0.0
AX1,EQY,ACCENT GROUP LIMITED                                        ,ORDINARY            ,1.24,20220630,2022,Accent Group Limited Ordinary,Apparel & Accessories Retailers,1.0,0.0
AX8,EQY,ACCELERATE RESOURCES LIMITED                                ,ORDINARY            ,0.031,20220630,2022,Accelerate Resources Limited Ordinary,Integrated  Mining,1.0,0.0
AXE,EQY,ARCHER MATERIALS LIMITED                                    ,ORDINARY            ,0.55,20220630,2022,Archer Materials Limited Ordinary,Semiconductors,1.0,0.0
AXI,EQY,AXIOM PROPERTIES LIMITED                                    ,ORDINARY            ,0.06,20220628,2022,Axiom Properties Limited Ordinary,"Real Estate Rental, Devel & Operations",1.0,0.0
AXP,EQY,AXP ENERGY LIMITED                                          ,ORDINARY            ,0.004,20220630,2022,AXP Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,1.99
AYA,EQY,ARTRYA LIMITED                                              ,ORDINARY            ,0.65,20220630,2022,Artrya Limited Ordinary,Healthcare Facilities & Services,1.0,0.0
AYI,EQY,A1 INVESTMENTS & RESOURCES LTD                              ,ORDINARY            ,0.001,20220614,2022,A1 Investments & Resources Ltd Ordinary,Investment Management & Fund Operators,1.0,0.52
AYM,EQY,AUSTRALIA UNITED MINING LIMITED                             ,ORDINARY            ,0.005,20220630,2022,Australia United Mining Limited Ordinary,Gold,1.0,0.0
AYT,EQY,AUSTIN METALS LIMITED                                       ,ORDINARY            ,0.008,20220630,2022,Austin Metals Limited Ordinary,Precious Metals & Minerals,1.0,0.0
AZI,EQY,ALTAMIN LIMITED                                             ,ORDINARY            ,0.096,20220630,2022,Altamin Limited Ordinary,Specialty Mining & Metals,1.0,0.0
AZJ,EQY,AURIZON HOLDINGS LIMITED                                    ,ORDINARY            ,3.8,20220630,2022,Aurizon Holdings Limited Ordinary,Ground Freight & Logistics,1.0,0.0
AZL,EQY,ARIZONA LITHIUM LIMITED                                     ,ORDINARY            ,0.082,20220630,2022,Arizona Lithium Limited Ordinary,Specialty Mining & Metals,1.0,0.0
AZS,EQY,AZURE MINERALS LIMITED                                      ,ORDINARY            ,0.18,20220630,2022,Azure Minerals Limited Ordinary,Integrated  Mining,1.0,0.0
AZY,EQY,ANTIPA MINERALS LIMITED                                     ,ORDINARY            ,0.032,20220630,2022,Antipa Minerals Limited Ordinary,Integrated  Mining,1.0,0.0
B4P,EQY,BEFOREPAY GROUP LIMITED                                     ,ORDINARY            ,0.225,20220630,2022,Beforepay Group Limited Ordinary,Software,1.0,0.0
BAP,EQY,BAPCOR LIMITED                                              ,ORDINARY            ,6.08,20220630,2022,Bapcor Limited Ordinary,"Auto, Truck & Motorcycle Parts",1.0,3.86
BAS,EQY,BASS OIL LIMITED                                            ,ORDINARY            ,0.041,20220630,2022,Bass Oil Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
BAT,EQY,BATTERY MINERALS LIMITED                                    ,ORDINARY            ,0.004,20220630,2022,,,1.0,0.0
BBC,EQY,BNK BANKING CORPORATION LIMITED                             ,ORDINARY            ,0.96,20220630,2022,Bank Banking Corporation Limited Ordinary,Banks,1.0,0.0
BBL,EQY,BRISBANE BRONCOS LIMITED                                    ,ORDINARY            ,1.0,20220630,2022,Brisbane Broncos Limited Ordinary,Leisure & Recreation,1.0,0.0
BBN,EQY,BABY BUNTING GROUP LIMITED                                  ,ORDINARY            ,4.08,20220630,2022,Baby Bunting Group Limited Ordinary,Other Specialty Retailers,1.0,0.22
BBT,EQY,BLUEBET HOLDINGS LTD                                        ,ORDINARY            ,0.5,20220630,2022,Bluebet Holdings Ltd Ordinary,Casinos & Gaming,1.0,0.0
BBX,EQY,BBX MINERALS LIMITED                                        ,ORDINARY            ,0.095,20220630,2022,,,1.0,0.0
BC8,EQY,BLACK CAT SYNDICATE LIMITED                                 ,ORDINARY            ,0.3,20220630,2022,Black Cat Syndicate Limited Ordinary,Gold,1.0,0.0
BCA,EQY,BLACK CANYON LIMITED                                        ,ORDINARY            ,0.23,20220630,2022,Black Canyon Limited Ordinary,Specialty Mining & Metals,1.0,0.0
BCB,EQY,BOWEN COKING COAL LIMITED                                   ,ORDINARY            ,0.245,20220630,2022,Bowen Coking Coal Limited Ordinary,Steel,1.0,0.0
BCC,EQY,BEAM COMMUNICATIONS HOLDINGS LIMITED                        ,ORDINARY            ,0.2,20220630,2022,Beam Communications Holdings Limited Ordinary,Communications & Networking,1.0,4.01
BCI,EQY,BCI MINERALS LIMITED                                        ,ORDINARY            ,0.265,20220630,2022,BCI Minerals Limited Ordinary,Steel,1.0,4.41
BCK,EQY,BROCKMAN MINING LIMITED                                     ,ORDINARY            ,0.034,20220630,2022,Brockman Mining Limited Ordinary,Steel,1.0,0.0
BCN,EQY,BEACON MINERALS LIMITED                                     ,ORDINARY            ,0.027,20220630,2022,Beacon Minerals Limited Ordinary,Gold,1.0,0.0
BCT,EQY,BLUECHIIP LIMITED                                           ,ORDINARY            ,0.027,20220630,2022,Bluechiip Limited Ordinary,Advanced Medical Equipment & Technology,1.0,0.0
BDG,EQY,BLACK DRAGON GOLD CORP.                                     ,CDI 1:1             ,0.04,20220630,2022,Black Dragon Gold Corp. CDI 1:1,Gold,1.0,0.0
BDM,EQY,BURGUNDY DIAMOND MINES LIMITED                              ,ORDINARY            ,0.14,20220630,2022,Burgundy Diamond Mines Limited Ordinary,Precious Metals & Minerals,1.0,0.0
BDT,EQY,BIRDDOG TECHNOLOGY LIMITED                                  ,ORDINARY            ,0.14,20220630,2022,Birddog Technology Limited Ordinary,Integrated Hardware & Software,1.0,0.0
BDX,EQY,BCAL DIAGNOSTICS LIMITED                                    ,ORDINARY            ,0.08,20220630,2022,Bcal Diagnostics Limited Ordinary,"Medical Equipment, Supplies & Dist'n",2.0300000000000002,3.52
BEE,EQY,BROO LTD                                                    ,ORDINARY            ,0.009,20220505,2022,Broo Ltd Ordinary,Brewers,1.0,0.0
BEL,EQY,BENTLEY CAPITAL LIMITED                                     ,ORDINARY            ,0.062,20220630,2022,Bentley Capital Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
BEM,EQY,BLACKEARTH MINERALS NL                                      ,ORDINARY            ,0.074,20220630,2022,,,1.0,0.0
BEN,EQY,BENDIGO AND ADELAIDE BANK LIMITED                           ,ORDINARY            ,9.07,20220630,2022,Bendigo and Adelaide Bank Limited Ordinary,Banks,1.0,1.17
BET,EQY,BETMAKERS TECHNOLOGY GROUP LTD                              ,ORDINARY            ,0.34,20220630,2022,Betmakers Technology Group Ltd Ordinary,Casinos & Gaming,1.0,0.0
BEX,EQY,BIKEEXCHANGE LIMITED                                        ,ORDINARY            ,0.03,20220630,2022,Bikeexchange Limited Ordinary,Online Services,1.0,0.0
BEZ,EQY,BESRA GOLD INC.                                             ,CDI 1:1             ,0.047,20220630,2022,Besra Gold Inc. CDI 1:1,Gold,1.0,0.0
BFC,EQY,BESTON GLOBAL FOOD COMPANY LIMITED                          ,ORDINARY            ,0.079,20220630,2022,Beston Global Food Company Limited Ordinary,Food Processing,1.0,0.94
BFG,EQY,BELL FINANCIAL GROUP LIMITED                                ,ORDINARY            ,0.965,20220630,2022,Bell Financial Group Limited Ordinary,Investment Banking & Brokerage Services,1.0,0.0
BFL,EQY,BSP FINANCIAL GROUP LIMITED                                 ,ORDINARY            ,4.95,20220630,2022,BSP Financial Group Limited Ordinary,Banks,1.0,0.0
BGA,EQY,BEGA CHEESE LIMITED                                         ,ORDINARY            ,3.82,20220630,2022,Bega Cheese Limited Ordinary,Food Processing,1.0,0.0
BGD,EQY,BARTON GOLD HOLDINGS LIMITED                                ,ORDINARY            ,0.19,20220630,2022,Barton Gold Holdings Limited Ordinary,Gold,1.0,0.0
BGL,EQY,BELLEVUE GOLD LIMITED                                       ,ORDINARY            ,0.64,20220630,2022,Bellevue Gold Limited Ordinary,Gold,1.0,0.0
BGP,EQY,BRISCOE GROUP AUSTRALASIA LIMITED                           ,ORD FOR. EXEMPT NZX ,5.0,20211222,2022,Briscoe Group Australasia Limited Ordinary Foreign Exempt NZX,Home Furnishings Retailers,1.0,0.0
BGT,EQY,BIO-GENE TECHNOLOGY LTD                                     ,ORDINARY            ,0.13,20220630,2022,Bio-Gene Technology Ltd Ordinary,Agricultural Chemicals,1.0,0.72
BHD,EQY,BENJAMIN HORNIGOLD LIMITED                                  ,ORDINARY            ,0.22,20220629,2022,Benjamin Hornigold Limited Ordinary,Investment Banking & Brokerage Services,1.0,0.0
BHP,EQY,BHP GROUP LIMITED                                           ,ORDINARY            ,41.25,20220630,2022,BHP Group Limited Ordinary,Integrated  Mining,2.12,14.25
BID,EQY,BILL IDENTITY LIMITED                                       ,ORDINARY            ,0.057,20220630,2022,,,1.0,0.0
BIM,EQY,BINDI METALS LIMITED                                        ,ORDINARY            ,0.165,20220630,2022,Bindi Metals Limited Ordinary,Gold,1.0,0.0
BIO,EQY,BIOME AUSTRALIA LIMITED                                     ,ORDINARY            ,0.076,20220629,2022,Biome Australia Limited Ordinary,Pharmaceuticals,1.0,0.0
BIQ,EQY,BUILDINGIQ INC                                              ,CDI 1:1 USPROHIBITED,0.013,20201218,2022,,,1.0,0.0
BIR,EQY,BIR FINANCIAL LIMITED                                       ,ORDINARY            ,0.03,20220630,2022,,,1.0,0.0
BIS,EQY,BISALLOY STEEL GROUP LIMITED                                ,ORDINARY            ,1.69,20220630,2022,Bisalloy Steel Group Limited Ordinary,Steel,1.0,0.0
BIT,EQY,BIOTRON LIMITED                                             ,ORDINARY            ,0.061,20220630,2022,Biotron Limited Ordinary,Biotechnology & Medical Research,1.0,1.3199999999999998
BKG,EQY,BOOKTOPIA GROUP LIMITED                                     ,ORDINARY            ,0.225,20220630,2022,Booktopia Group Limited Ordinary,Department Stores,1.0,0.0
BKI,EQY,BKI INVESTMENT COMPANY LIMITED                              ,ORDINARY            ,1.66,20220630,2022,BKI Investment Company Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
BKL,EQY,BLACKMORES LIMITED                                          ,ORDINARY            ,70.4,20220630,2022,,,1.0,0.0
BKT,EQY,BLACK ROCK MINING LIMITED                                   ,ORDINARY            ,0.145,20220630,2022,Black Rock Mining Limited Ordinary,Specialty Mining & Metals,1.33,0.18
BKW,EQY,BRICKWORKS LIMITED                                          ,ORDINARY            ,18.54,20220630,2022,Brickworks Limited Ordinary,Construction Materials,1.0,0.0
BKY,EQY,BERKELEY ENERGIA LIMITED                                    ,ORDINARY            ,0.355,20220630,2022,Berkeley Energia Limited Ordinary,Precious Metals & Minerals,1.0,0.0
BLD,EQY,BORAL LIMITED.                                              ,ORDINARY            ,2.59,20220630,2022,Boral Limited Ordinary,Construction Materials,1.0,0.0
BLG,EQY,BLUGLASS LIMITED                                            ,ORDINARY            ,0.026,20220630,2022,Bluglass Limited Ordinary,Semiconductors,1.0,0.0
BLU,EQY,BLUE ENERGY LIMITED.                                        ,ORDINARY            ,0.07,20220630,2022,Blue Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
BLX,EQY,BEACON LIGHTING GROUP LIMITED                               ,ORDINARY            ,1.785,20220630,2022,Beacon Lighting Group Limited Ordinary,Home Improvement Prod&Svcs Retailers,1.0,1.0
BLY,EQY,BOART LONGYEAR GROUP LTD                                    ,CDI 1:1             ,2.2,20220630,2022,,,1.0,0.0
BLZ,EQY,BLAZE MINERALS LIMITED                                      ,ORDINARY            ,0.018,20220630,2022,Blaze Minerals Limited Ordinary,Gold,1.0,0.0
BME,EQY,BLACK MOUNTAIN ENERGY LTD                                   ,ORDINARY            ,0.08,20220630,2022,,,1.0,2.52
BMG,EQY,BMG RESOURCES LIMITED                                       ,ORDINARY            ,0.032,20220630,2022,BMG Resources Limited Ordinary,Integrated  Mining,1.0,0.0
BMH,EQY,BAUMART HOLDINGS LIMITED                                    ,ORDINARY            ,0.19,20220629,2022,Baumart Holdings Limited Ordinary,"Courier, Postal, Air Freight&Land Log",1.0,0.0
BML,EQY,BOAB METALS LIMITED                                         ,ORDINARY            ,0.17,20220630,2022,Boab Metals Limited Ordinary,Integrated  Mining,1.0,0.0
BMM,EQY,BALKAN MINING AND MINERALS LIMITED                          ,ORDINARY            ,0.165,20220629,2022,Balkan Mining and Minerals Limited Ordinary,Specialty Mining & Metals,1.0,0.0
BMN,EQY,BANNERMAN ENERGY LTD                                        ,ORDINARY            ,0.17,20220630,2022,Bannerman Energy Ltd Ordinary,Uranium,1.0,0.0
BMO,EQY,BASTION MINERALS LIMITED                                    ,ORDINARY            ,0.145,20220629,2022,Bastion Minerals Limited Ordinary,Integrated  Mining,1.0,4.19
BMR,EQY,BALLYMORE RESOURCES LIMITED                                 ,ORDINARY            ,0.19,20220630,2022,Ballymore Resources Limited Ordinary,Specialty Mining & Metals,1.0,0.0
BMT,EQY,BEAMTREE HOLDINGS LIMITED                                   ,ORDINARY            ,0.295,20220630,2022,Beamtree Holdings Limited Ordinary,Software,1.0,0.0
BNL,EQY,BLUE STAR HELIUM LIMITED                                    ,ORDINARY            ,0.029,20220630,2022,Blue Star Helium Limited Ordinary,Agricultural Chemicals,1.0,0.28
BNO,EQY,BIONOMICS LIMITED                                           ,ORDINARY            ,0.05,20220630,2022,,,1.0,0.0
BNR,EQY,BULLETIN RESOURCES LIMITED                                  ,ORDINARY            ,0.105,20220630,2022,Bulletin Resources Limited Ordinary,Gold,1.0,0.0
BNZ,EQY,BENZ MINING CORP.                                           ,CDI 1:1             ,0.44,20220630,2022,Benz Mining Corp. CDI 1:1,Gold,1.0,0.0
BOA,EQY,BOADICEA RESOURCES LIMITED                                  ,ORDINARY            ,0.125,20220630,2022,Boadicea Resources Limited Ordinary,Integrated  Mining,1.0,0.0
BOC,EQY,BOUGAINVILLE COPPER LIMITED                                 ,ORDINARY            ,0.33,20220630,2022,Bougainville Copper Limited 1 Kina Ordinary,Integrated  Mining,1.0,0.0
BOD,EQY,BOD AUSTRALIA LIMITED.                                      ,ORDINARY            ,0.07,20220630,2022,BOD Science Limited Ordinary,Pharmaceuticals,1.0,0.0
BOE,EQY,BOSS ENERGY LTD                                             ,ORDINARY            ,1.77,20220630,2022,Boss Energy Ltd Ordinary,Uranium,1.0,0.12
BOL,EQY,BOOM LOGISTICS LIMITED                                      ,ORDINARY            ,0.15,20220630,2022,Boom Logistics Limited Ordinary,Business Support Services,1.0,0.0
BOQ,EQY,BANK OF QUEENSLAND LIMITED.                                 ,ORDINARY            ,6.67,20220630,2022,Bank of Queensland Limited Ordinary,Banks,1.0,0.0
BOT,EQY,BOTANIX PHARMACEUTICALS LTD                                 ,ORDINARY            ,0.057,20220630,2022,Botanix Pharmaceuticals Ltd Ordinary,Pharmaceuticals,1.0,0.0
BPH,EQY,BPH ENERGY LTD                                              ,ORDINARY            ,0.011,20220630,2022,BPH Energy Ltd Ordinary,Biotechnology & Medical Research,1.0,0.0
BPM,EQY,BPM MINERALS LIMITED                                        ,ORDINARY            ,0.155,20220630,2022,BPM Minerals Limited Ordinary,Gold,1.0,0.0
BPP,EQY,BABYLON PUMP & POWER LIMITED                                ,ORDINARY            ,0.005,20220630,2022,Babylon Pump & Power Limited Ordinary,Business Support Services,1.0,0.0
BPT,EQY,BEACH ENERGY LIMITED                                        ,ORDINARY            ,1.725,20220630,2022,Beach Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,3.77
BRB,EQY,BREAKER RESOURCES NL                                        ,ORDINARY            ,0.19,20220630,2022,,,1.0,0.0
BRG,EQY,BREVILLE GROUP LIMITED                                      ,ORDINARY            ,17.99,20220630,2022,Breville Group Limited Ordinary,"Appliances, Tools & Housewares",1.0,0.32
BRI,EQY,BIG RIVER INDUSTRIES LIMITED                                ,ORDINARY            ,2.12,20220630,2022,Big River Industries Limited Ordinary,Forest & Wood Products,1.0,0.0
BRK,EQY,BROOKSIDE ENERGY LIMITED                                    ,ORDINARY            ,0.017,20220630,2022,Brookside Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
BRL,EQY,BATHURST RESOURCES LIMITED.                                 ,ORDINARY            ,1.075,20220630,2022,Bathurst Resources Limited Ordinary,Coal,1.0,0.0
BRN,EQY,BRAINCHIP HOLDINGS LTD                                      ,ORDINARY            ,0.8,20220630,2022,Brainchip Holdings Ltd Ordinary,Software,1.0,0.04
BRU,EQY,BURU ENERGY LIMITED                                         ,ORDINARY            ,0.135,20220630,2022,Buru Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
BRV,EQY,BIG RIVER GOLD LTD                                          ,ORDINARY            ,0.345,20220630,2022,,,1.0,0.0
BRX,EQY,BELARAROX LIMITED                                           ,ORDINARY            ,0.355,20220630,2022,Belararox Limited Ordinary,Specialty Mining & Metals,1.0,0.96
BSA,EQY,BSA LIMITED                                                 ,ORDINARY            ,0.069,20220630,2022,BSA Limited Ordinary,Construction & Engineering,1.0,0.0
BSE,EQY,BASE RESOURCES LIMITED                                      ,ORDINARY            ,0.28,20220630,2022,Base Resources Limited Ordinary,Specialty Mining & Metals,1.0,0.0
BSL,EQY,BLUESCOPE STEEL LIMITED                                     ,ORDINARY            ,15.9,20220630,2022,Bluescope Steel Limited Ordinary,Steel,1.0,0.26
BST,EQY,BEST & LESS GROUP HOLDINGS LTD                              ,ORDINARY            ,2.23,20220630,2022,,,1.0,0.5
BSX,EQY,BLACKSTONE MINERALS LIMITED                                 ,ORDINARY            ,0.18,20220630,2022,Blackstone Minerals Limited Ordinary,Integrated  Mining,1.0,0.0
BTC,EQY,BTC HEALTH LTD                                              ,ORDINARY            ,0.039,20220629,2022,BTC Health Ltd Ordinary,Biotechnology & Medical Research,1.0,0.0
BTH,EQY,BIGTINCAN HOLDINGS LIMITED                                  ,ORDINARY            ,0.5,20220630,2022,Bigtincan Holdings Limited Ordinary,Software,1.0,0.0
BTI,EQY,BAILADOR TECHNOLOGY INVESTMENTS LIMITED                     ,ORDINARY            ,1.445,20220630,2022,Bailador Technology Investments Limited Ordinary,Investment Management & Fund Operators,1.0,2.96
BTN,EQY,BUTN LIMITED                                                ,ORDINARY            ,0.1,20220630,2022,Butn Limited Ordinary,Corporate Financial Services,1.0,0.0
BTR,EQY,BRIGHTSTAR RESOURCES LIMITED                                ,ORDINARY            ,0.018,20220630,2022,Brightstar Resources Limited Ordinary,Gold,1.0,0.0
BUB,EQY,BUBS AUSTRALIA LIMITED                                      ,ORDINARY            ,0.605,20220630,2022,Bubs Australia Limited Ordinary,Food Processing,1.0,0.0
BUD,EQY,BUDDY TECHNOLOGIES LTD                                      ,ORDINARY            ,0.006,20220412,2022,,,1.0,0.53
BUR,EQY,BURLEY MINERALS LTD                                         ,ORDINARY            ,0.085,20220630,2022,Burley Minerals Ltd Ordinary,Integrated  Mining,1.0,0.12
BUX,EQY,BUXTON RESOURCES LIMITED                                    ,ORDINARY            ,0.069,20220630,2022,Buxton Resources Limited Ordinary,Integrated  Mining,1.0,0.0
BUY,EQY,BOUNTY OIL & GAS NL                                         ,ORDINARY            ,0.007,20220630,2022,Bounty Oil & Gas NL Ordinary,Oil & Gas Exploration and Production,1.0,0.0
BVR,EQY,BELLAVISTA RESOURCES LTD                                    ,ORDINARY            ,0.22,20220630,2022,Bellavista Resources Ltd Ordinary,Integrated  Mining,1.0,0.0
BVS,EQY,BRAVURA SOLUTIONS LIMITED.                                  ,ORDINARY            ,1.415,20220630,2022,Bravura Solutions Limited Ordinary,Software,1.0,0.0
BWF,EQY,BLACKWALL LIMITED                                           ,ORDINARY            ,0.675,20220630,2022,Blackwall Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
BWX,EQY,BWX LIMITED                                                 ,ORDINARY            ,0.64,20220630,2022,BWX Limited Ordinary,Personal Products,1.0,0.26
BXB,EQY,BRAMBLES LIMITED                                            ,ORDINARY            ,10.71,20220630,2022,Brambles Limited Ordinary,Non-Paper Containers & Packaging,1.0,0.0
BXN,EQY,BIOXYNE LIMITED                                             ,ORDINARY            ,0.012,20220630,2022,Bioxyne Limited Ordinary,Biotechnology & Medical Research,1.0,0.0
BYE,EQY,BYRON ENERGY LIMITED                                        ,ORDINARY            ,0.17,20220630,2022,Byron Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
BYH,EQY,BRYAH RESOURCES LIMITED                                     ,ORDINARY            ,0.03,20220630,2022,Bryah Resources Limited Ordinary,Integrated  Mining,1.0,0.0
BYI,EQY,BEYOND INTERNATIONAL LIMITED                                ,ORDINARY            ,0.45,20220627,2022,,,1.0,0.0
C1X,EQY,COSMOS EXPLORATION LIMITED                                  ,ORDINARY            ,0.11,20220630,2022,Cosmos Exploration Limited Ordinary,Specialty Mining & Metals,1.0,0.0
C29,EQY,C29 METALS LIMITED                                          ,ORDINARY            ,0.11,20220630,2022,C29 Metals Limited Ordinary,Integrated  Mining,1.0,0.0
C6C,EQY,COPPER MOUNTAIN MINING CORPORATION                          ,CDI 1:1             ,2.04,20220630,2022,,,1.0,0.0
C79,EQY,CHRYSOS CORPORATION LIMITED                                 ,ORDINARY            ,3.58,20220630,2022,Chrysos Corporation Limited Ordinary,Mining Support Services & Equipment,1.0,0.0
CAA,EQY,CAPRAL LIMITED                                              ,ORDINARY            ,7.95,20220630,2022,Capral Limited Ordinary,Aluminum,1.0,0.0
