ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year
NGI,EQY,NAVIGATOR GLOBAL INVESTMENTS LIMITED                        ,ORDINARY            ,1.33,20230630,2023
NGL,EQY,NIGHTINGALE INTELLIGENT SYSTEMS INC                         ,CDI1:1 USPROHEXCLQIB,0.053,20230630,2023
NGS,EQY,NUTRITIONAL GROWTH SOLUTIONS LTD                            ,ORDINARY            ,0.01,20230630,2023
NGX,EQY,NGX LIMITED                                                 ,ORDINARY            ,0.25,20230630,2023
NGY,EQY,NUENERGY GAS LIMITED                                        ,ORDINARY            ,0.029,20230626,2023
NHC,EQY,NEW HOPE CORPORATION LIMITED                                ,ORDINARY            ,4.85,20230630,2023
NHE,EQY,NOBLE HELIUM LIMITED                                        ,ORDINARY            ,0.215,20230630,2023
NHF,EQY,NIB HOLDINGS LIMITED                                        ,ORDINARY            ,8.45,20230630,2023
NIC,EQY,NICKEL INDUSTRIES LIMITED                                   ,ORDINARY            ,0.885,20230630,2023
NIM,EQY,NIMY RESOURCES LIMITED                                      ,ORDINARY            ,0.165,20230630,2023
NIS,EQY,NICKELSEARCH LIMITED                                        ,ORDINARY            ,0.059,20230630,2023
NKL,EQY,NICKELX LIMITED                                             ,ORDINARY            ,0.067,20230630,2023
NME,EQY,NEX METALS EXPLORATION LIMITED                              ,ORDINARY            ,0.019,20230629,2023
NML,EQY,NAVARRE MINERALS LIMITED                                    ,ORDINARY            ,0.019,20230608,2023
NMR,EQY,NATIVE MINERAL RESOURCES HOLDINGS LIMITED                   ,ORDINARY            ,0.025,20230630,2023
NMT,EQY,NEOMETALS LTD                                               ,ORDINARY            ,0.495,20230630,2023
NNG,EQY,NEXION GROUP LTD                                            ,ORDINARY            ,0.013,20230630,2023
NNL,EQY,NORDIC NICKEL LIMITED                                       ,ORDINARY            ,0.22,20230630,2023
NOL,EQY,NOBLEOAK LIFE LIMITED                                       ,ORDINARY            ,1.83,20230630,2023
NOR,EQY,NORWOOD SYSTEMS LIMITED                                     ,ORDINARY            ,0.026,20230630,2023
NOU,EQY,NOUMI LIMITED                                               ,ORDINARY            ,0.067,20230630,2023
NOV,EQY,NOVATTI GROUP LIMITED                                       ,ORDINARY            ,0.12,20230630,2023
NOX,EQY,NOXOPHARM LIMITED                                           ,ORDINARY            ,0.043,20230630,2023
NPM,EQY,NEWPEAK METALS LIMITED                                      ,ORDINARY            ,0.001,20230629,2023
NRX,EQY,NORONEX LIMITED                                             ,ORDINARY            ,0.015,20230630,2023
NRZ,EQY,NEURIZER LTD                                                ,ORDINARY            ,0.059,20230630,2023
NSB,EQY,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD                      ,ORDINARY            ,0.08,20230630,2023
NSC,EQY,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED                ,ORDINARY            ,0.68,20230630,2023
NSM,EQY,NORTH STAWELL MINERALS LTD                                  ,ORDINARY            ,0.098,20230630,2023
NST,EQY,NORTHERN STAR RESOURCES LTD                                 ,ORDINARY            ,12.08,20230630,2023
NSX,EQY,NSX LIMITED                                                 ,ORDINARY            ,0.041,20230629,2023
NTD,EQY,NATIONAL TYRE & WHEEL LIMITED                               ,ORDINARY            ,0.57,20230630,2023
NTI,EQY,NEUROTECH INTERNATIONAL LIMITED                             ,ORDINARY            ,0.04,20230630,2023
NTL,EQY,NEW TALISMAN GOLD MINES LIMITED                             ,ORDINARY            ,0.015,20230630,2023
NTM,EQY,NT MINERALS LIMITED                                         ,ORDINARY            ,0.007,20230630,2023
NTU,EQY,NORTHERN MINERALS LIMITED                                   ,ORDINARY            ,0.033,20230630,2023
NUC,EQY,NUCHEV LIMITED                                              ,ORDINARY            ,0.185,20230630,2023
NUF,EQY,NUFARM LIMITED                                              ,ORDINARY            ,5.09,20230630,2023
NUH,EQY,NUHEARA LIMITED                                             ,ORDINARY            ,0.18,20230630,2023
NVA,EQY,NOVA MINERALS LIMITED                                       ,ORDINARY            ,0.29,20230630,2023
NVU,EQY,NANOVEU LIMITED                                             ,ORDINARY            ,0.019,20230630,2023
NVX,EQY,NOVONIX LIMITED                                             ,ORDINARY            ,0.985,20230630,2023
NWC,EQY,NEW WORLD RESOURCES LIMITED                                 ,ORDINARY            ,0.036,20230630,2023
NWF,EQY,NEWFIELD RESOURCES LIMITED                                  ,ORDINARY            ,0.29,20230630,2023
NWH,EQY,NRW HOLDINGS LIMITED                                        ,ORDINARY            ,2.53,20230630,2023
NWL,EQY,NETWEALTH GROUP LIMITED                                     ,ORDINARY            ,13.84,20230630,2023
NWM,EQY,NORWEST MINERALS LIMITED                                    ,ORDINARY            ,0.048,20230630,2023
NWS,EQY,NEWS CORPORATION..                                          ,B VOTING CDI 1:1    ,29.77,20230630,2023
NWSLV,EQY,NEWS CORPORATION..                                          ,A NON-VOTING CDI 1:1,28.8,20230630,2023
NXD,EQY,NEXTED GROUP LIMITED                                        ,ORDINARY            ,1.51,20230630,2023
NXG,EQY,NEXGEN ENERGY (CANADA) LTD                                  ,CDI1:1 FOREXEMPT TSX,7.1,20230630,2023
NXL,EQY,NUIX LIMITED                                                ,ORDINARY            ,0.85,20230630,2023
NXM,EQY,NEXUS MINERALS LIMITED                                      ,ORDINARY            ,0.062,20230630,2023
NXS,EQY,NEXT SCIENCE LIMITED                                        ,ORDINARY            ,0.58,20230630,2023
NXT,EQY,NEXTDC LIMITED                                              ,ORDINARY            ,12.58,20230630,2023
NYM,EQY,NARRYER METALS LIMITED                                      ,ORDINARY            ,0.082,20230629,2023
NYR,EQY,NYRADA INC.                                                 ,CDI 1:1 USPROHIBITED,0.028,20230630,2023
NZK,EQY,NEW ZEALAND KING SALMON INVESTMENTS LIMITED                 ,ORD FOR. EXEMPT NZX ,0.19,20230629,2023
NZM,EQY,NZME LIMITED                                                ,ORD FOR. EXEMPT NZX ,0.875,20230630,2023
NZO,EQY,NEW ZEALAND OIL & GAS LIMITED                               ,ORDINARY            ,0.33,20230629,2023
NZS,EQY,NEW ZEALAND COASTAL SEAFOODS LIMITED                        ,ORDINARY            ,0.0025,20230630,2023
OAK,EQY,OAKRIDGE INTERNATIONAL LIMITED                              ,ORDINARY            ,0.072,20230630,2023
OAR,EQY,OAR RESOURCES LIMITED                                       ,ORDINARY            ,0.003,20230630,2023
OAU,EQY,ORA GOLD LIMITED                                            ,ORDINARY            ,0.004,20230630,2023
OBL,EQY,OMNI BRIDGEWAY LIMITED                                      ,ORD US PROHIBITED   ,2.62,20230630,2023
OBM,EQY,ORA BANDA MINING LTD                                        ,ORDINARY            ,0.125,20230630,2023
OCA,EQY,OCEANIA HEALTHCARE LIMITED                                  ,ORD FOR. EXEMPT NZX ,0.695,20230629,2023
OCC,EQY,ORTHOCELL LIMITED                                           ,ORDINARY            ,0.35,20230630,2023
OCL,EQY,OBJECTIVE CORPORATION LIMITED                               ,ORDINARY            ,13.77,20230630,2023
OCN,EQY,OCEANA LITHIUM LIMITED                                      ,ORDINARY            ,0.39,20230630,2023
OCT,EQY,OCTAVA MINERALS LIMITED                                     ,ORDINARY            ,0.12,20230630,2023
OD6,EQY,OD6 METALS LIMITED                                          ,ORDINARY            ,0.195,20230630,2023
ODA,EQY,ORCODA LIMITED                                              ,ORDINARY            ,0.27,20230630,2023
ODE,EQY,ODESSA MINERALS LIMITED                                     ,ORDINARY            ,0.014,20230630,2023
ODM,EQY,ODIN METALS LIMITED                                         ,ORDINARY            ,0.016,20230630,2023
ODY,EQY,ODYSSEY GOLD LTD                                            ,ORDINARY            ,0.024,20230630,2023
OEC,EQY,ORBITAL CORPORATION LIMITED                                 ,ORDINARY            ,0.175,20230630,2023
OEL,EQY,OTTO ENERGY LIMITED                                         ,ORDINARY            ,0.015,20230630,2023
OEQ,EQY,ORION EQUITIES LIMITED                                      ,ORDINARY            ,0.082,20230630,2023
OFX,EQY,OFX GROUP LIMITED                                           ,ORDINARY            ,1.98,20230630,2023
OIL,EQY,OPTISCAN IMAGING LIMITED                                    ,ORDINARY            ,0.08,20230630,2023
OJC,EQY,THE ORIGINAL JUICE CO. LTD                                  ,ORDINARY            ,0.071,20230630,2023
OKJ,EQY,OAKAJEE CORPORATION LIMITED                                 ,ORDINARY            ,0.015,20230630,2023
OKR,EQY,OKAPI RESOURCES LIMITED                                     ,ORDINARY            ,0.13,20230630,2023
OLH,EQY,OLDFIELDS HOLDINGS LIMITED                                  ,ORDINARY            ,0.06,20230629,2023
OLI,EQY,OLIVER'S REAL FOOD LIMITED                                  ,ORDINARY            ,0.017,20230630,2023
OLL,EQY,OPENLEARNING LIMITED                                        ,ORDINARY            ,0.027,20230630,2023
OLY,EQY,OLYMPIO METALS LIMITED                                      ,ORDINARY            ,0.205,20230628,2023
OM1,EQY,OMNIA METALS GROUP LTD                                      ,ORDINARY            ,0.23,20230630,2023
OMA,EQY,OMEGA OIL & GAS LIMITED                                     ,ORDINARY            ,0.2,20230630,2023
OMH,EQY,OM HOLDINGS LIMITED                                         ,ORDINARY            ,0.505,20230630,2023
OML,EQY,OOH!MEDIA LIMITED                                           ,ORDINARY            ,1.18,20230630,2023
OMX,EQY,ORANGE MINERALS NL                                          ,ORDINARY            ,0.045,20230630,2023
ONE,EQY,ONEVIEW HEALTHCARE PLC                                      ,CDI 1:1             ,0.26,20230630,2023
OOK,EQY,OOKAMI LIMITED                                              ,ORDINARY            ,0.18,20221026,2023
OPA,EQY,OPTIMA TECHNOLOGY GROUP LTD                                 ,ORDINARY            ,0.013,20230630,2023
OPL,EQY,OPYL LIMITED                                                ,ORDINARY            ,0.022,20230630,2023
OPN,EQY,OPENN NEGOTIATION LIMITED                                   ,ORDINARY            ,0.009,20230630,2023
OPT,EQY,OPTHEA LIMITED                                              ,ORDINARY            ,0.55,20230630,2023
OPY,EQY,OPENPAY GROUP LTD                                           ,ORDINARY            ,0.195,20230131,2023
ORA,EQY,ORORA LIMITED                                               ,ORDINARY            ,3.29,20230630,2023
ORG,EQY,ORIGIN ENERGY LIMITED                                       ,ORDINARY            ,8.41,20230630,2023
ORI,EQY,ORICA LIMITED                                               ,ORDINARY            ,14.83,20230630,2023
ORM,EQY,ORION METALS LIMITED                                        ,ORDINARY            ,0.03,20220606,2023
ORN,EQY,ORION MINERALS LTD                                          ,ORDINARY            ,0.018,20230630,2023
ORR,EQY,ORECORP LIMITED                                             ,ORDINARY            ,0.385,20230630,2023
OSL,EQY,ONCOSIL MEDICAL LTD                                         ,ORDINARY            ,0.012,20230630,2023
OSM,EQY,OSMOND RESOURCES LIMITED                                    ,ORDINARY            ,0.19,20230615,2023
OSX,EQY,OSTEOPORE LIMITED                                           ,ORDINARY            ,0.085,20230630,2023
OVN,EQY,OVENTUS MEDICAL LIMITED                                     ,ORDINARY            ,0.02,20220607,2023
OXT,EQY,OREXPLORE TECHNOLOGIES LIMITED                              ,ORDINARY            ,0.046,20230630,2023
OZM,EQY,OZAURUM RESOURCES LIMITED                                   ,ORDINARY            ,0.042,20230630,2023
OZZ,EQY,OZZ RESOURCES LIMITED                                       ,ORDINARY            ,0.12,20230630,2023
PAA,EQY,PHARMAUST LIMITED                                           ,ORDINARY            ,0.075,20230629,2023
PAB,EQY,PATRYS LIMITED                                              ,ORDINARY            ,0.01,20230630,2023
PAC,EQY,PACIFIC CURRENT GROUP LIMITED                               ,ORDINARY            ,7.41,20230630,2023
PAI,EQY,PLATINUM ASIA INVESTMENTS LIMITED                           ,ORDINARY            ,0.855,20230630,2023
PAM,EQY,PAN ASIA METALS LIMITED                                     ,ORDINARY            ,0.22,20230630,2023
PAN,EQY,PANORAMIC RESOURCES LIMITED                                 ,ORDINARY            ,0.092,20230630,2023
PAR,EQY,PARADIGM BIOPHARMACEUTICALS LIMITED..                       ,ORDINARY            ,0.99,20230630,2023
PAT,EQY,PATRIOT LITHIUM LIMITED                                     ,ORDINARY            ,0.27,20230630,2023
PBH,EQY,POINTSBET HOLDINGS LIMITED                                  ,ORDINARY            ,1.79,20230630,2023
PBL,EQY,PARABELLUM RESOURCES LIMITED                                ,ORDINARY            ,0.345,20230310,2023
PBP,EQY,PROBIOTEC LIMITED                                           ,ORDINARY            ,2.8,20230630,2023
PCG,EQY,PENGANA CAPITAL GROUP LIMITED                               ,ORDINARY            ,1.2,20230630,2023
PCK,EQY,PAINCHEK LTD                                                ,ORDINARY            ,0.025,20230630,2023
PCL,EQY,PANCONTINENTAL ENERGY NL                                    ,ORDINARY            ,0.012,20230630,2023
PDI,EQY,PREDICTIVE DISCOVERY LIMITED                                ,ORDINARY            ,0.165,20230630,2023
PDN,EQY,PALADIN ENERGY LTD                                          ,ORDINARY            ,0.73,20230630,2023
PE1,EQY,PENGANA PRIVATE EQUITY TRUST                                ,ORDINARY UNITS      ,1.52,20230630,2023
PEB,EQY,PACIFIC EDGE LIMITED                                        ,ORD FOR.EXEMPT NZX  ,0.077,20230630,2023
PEC,EQY,PERPETUAL RESOURCES LIMITED                                 ,ORDINARY            ,0.009,20230630,2023
PEK,EQY,PEAK RARE EARTHS LIMITED                                    ,ORDINARY            ,0.465,20230630,2023
PEN,EQY,PENINSULA ENERGY LIMITED                                    ,ORDINARY            ,0.17,20230630,2023
PET,EQY,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED                 ,ORDINARY            ,0.017,20230630,2023
PEX,EQY,PEEL MINING LIMITED                                         ,ORDINARY            ,0.13,20230630,2023
PFE,EQY,PANTERA MINERALS LIMITED                                    ,ORDINARY            ,0.087,20230630,2023
PFG,EQY,PRIME FINANCIAL GROUP LIMITED                               ,ORDINARY            ,0.2,20230630,2023
PFP,EQY,PROPEL FUNERAL PARTNERS LIMITED                             ,ORDINARY            ,4.19,20230630,2023
PFT,EQY,PURE FOODS TASMANIA LIMITED                                 ,ORDINARY            ,0.125,20230630,2023
PGC,EQY,PARAGON CARE LIMITED                                        ,ORDINARY            ,0.235,20230630,2023
PGD,EQY,PEREGRINE GOLD LTD                                          ,ORDINARY            ,0.275,20230630,2023
PGF,EQY,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED                ,ORDINARY            ,1.775,20230630,2023
PGH,EQY,PACT GROUP HOLDINGS LTD                                     ,ORDINARY            ,0.66,20230630,2023
PGL,EQY,PROSPA GROUP LIMITED.                                       ,ORDINARY            ,0.34,20230630,2023
PGM,EQY,PLATINA RESOURCES LIMITED                                   ,ORDINARY            ,0.026,20230630,2023
PGO,EQY,PACGOLD LIMITED                                             ,ORDINARY            ,0.34,20230630,2023
PGY,EQY,PILOT ENERGY LIMITED                                        ,ORDINARY            ,0.021,20230630,2023
PH2,EQY,PURE HYDROGEN CORPORATION LIMITED                           ,ORDINARY            ,0.18,20230630,2023
PHL,EQY,PROPELL HOLDINGS LIMITED                                    ,ORDINARY            ,0.029,20230630,2023
PHO,EQY,PHOSCO LTD                                                  ,ORDINARY            ,0.072,20230630,2023
PIA,EQY,PENGANA INTERNATIONAL EQUITIES LIMITED                      ,ORDINARY            ,1.025,20230630,2023
PIC,EQY,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED                 ,ORDINARY            ,1.165,20230630,2023
PIL,EQY,PEPPERMINT INNOVATION LIMITED                               ,ORDINARY            ,0.006,20230630,2023
PIM,EQY,PINNACLE MINERALS LIMITED                                   ,ORDINARY            ,0.096,20230630,2023
PIQ,EQY,PROTEOMICS INTERNATIONAL LABORATORIES LTD                   ,ORDINARY            ,0.86,20230630,2023
PKD,EQY,PARKD LTD                                                   ,ORDINARY            ,0.026,20230630,2023
PKO,EQY,PEAKO LIMITED                                               ,ORDINARY            ,0.008,20230630,2023
PL3,EQY,PATAGONIA LITHIUM LTD                                       ,ORDINARY            ,0.18,20230630,2023
PL8,EQY,PLATO INCOME MAXIMISER LIMITED.                             ,ORDINARY            ,1.27,20230630,2023
PLG,EQY,PEARL GULL IRON LIMITED                                     ,ORDINARY            ,0.027,20230630,2023
PLL,EQY,PIEDMONT LITHIUM INC.                                       ,CDI 100:1           ,0.85,20230630,2023
PLS,EQY,PILBARA MINERALS LIMITED                                    ,ORDINARY            ,4.89,20230630,2023
PLT,EQY,PLENTI GROUP LIMITED                                        ,ORDINARY            ,0.375,20230630,2023
PLY,EQY,PLAYSIDE STUDIOS LIMITED                                    ,ORDINARY            ,0.36,20230630,2023
PMC,EQY,PLATINUM CAPITAL LIMITED                                    ,ORDINARY            ,1.26,20230630,2023
PME,EQY,PRO MEDICUS LIMITED                                         ,ORDINARY            ,65.64,20230630,2023
PMT,EQY,PATRIOT BATTERY METALS INC.                                 ,CDI 10:1            ,1.725,20230630,2023
PMV,EQY,PREMIER INVESTMENTS LIMITED                                 ,ORDINARY            ,20.26,20230630,2023
PNC,EQY,PIONEER CREDIT LIMITED                                      ,ORDINARY            ,0.315,20230630,2023
PNI,EQY,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED                ,ORDINARY            ,9.98,20230630,2023
PNM,EQY,PACIFIC NICKEL MINES LIMITED                                ,ORDINARY            ,0.072,20230630,2023
PNN,EQY,POWER MINERALS LIMITED                                      ,ORDINARY            ,0.385,20230630,2023
PNR,EQY,PANTORO LIMITED                                             ,ORDINARY            ,0.072,20230630,2023
PNT,EQY,PANTHER METALS LTD                                          ,ORDINARY            ,0.075,20230630,2023
PNV,EQY,POLYNOVO LIMITED                                            ,ORDINARY            ,1.545,20230630,2023
PNX,EQY,PNX METALS LIMITED                                          ,ORDINARY            ,0.002,20230629,2023
PO3,EQY,PURIFLOH LIMITED                                            ,ORDINARY            ,0.22,20230214,2023
POD,EQY,PODIUM MINERALS LIMITED                                     ,ORDINARY            ,0.06,20230630,2023
POL,EQY,POLYMETALS RESOURCES LTD                                    ,ORDINARY            ,0.38,20230630,2023
POS,EQY,POSEIDON NICKEL LIMITED                                     ,ORDINARY            ,0.037,20230630,2023
POW,EQY,PROTEAN ENERGY LIMITED                                      ,ORDINARY            ,0.008,20221010,2023
PPC,EQY,PEET LIMITED                                                ,ORDINARY            ,1.235,20230630,2023
PPE,EQY,PEOPLEIN LIMITED                                            ,ORDINARY            ,2.35,20230630,2023
PPG,EQY,PRO-PAC PACKAGING LIMITED                                   ,ORDINARY            ,0.21,20230630,2023
PPK,EQY,PPK GROUP LIMITED                                           ,ORDINARY            ,1.38,20230630,2023
PPL,EQY,PUREPROFILE LTD                                             ,ORDINARY            ,0.026,20230630,2023
PPM,EQY,PEPPER MONEY LIMITED                                        ,ORDINARY            ,1.41,20230630,2023
PPS,EQY,PRAEMIUM LIMITED                                            ,ORDINARY            ,0.675,20230630,2023
PPT,EQY,PERPETUAL LIMITED                                           ,ORDINARY            ,25.88,20230630,2023
PPY,EQY,PAPYRUS AUSTRALIA LIMITED                                   ,ORDINARY            ,0.031,20230630,2023
PR1,EQY,PURE RESOURCES LIMITED                                      ,ORDINARY            ,0.27,20230630,2023
PRL,EQY,PROVINCE RESOURCES LTD                                      ,ORDINARY            ,0.041,20230405,2023
PRM,EQY,PROMINENCE ENERGY LIMITED                                   ,ORDINARY            ,0.02,20230630,2023
PRN,EQY,PERENTI LIMITED                                             ,ORDINARY            ,1.025,20230630,2023
PRO,EQY,PROPHECY INTERNATIONAL HOLDINGS LIMITED                     ,ORDINARY            ,0.52,20230629,2023
PRS,EQY,PROSPECH LIMITED.                                           ,ORDINARY            ,0.033,20230630,2023
PRT,EQY,PRT COMPANY LIMITED                                         ,ORDINARY            ,0.465,20220125,2023
PRU,EQY,PERSEUS MINING LIMITED                                      ,ORDINARY            ,1.65,20230630,2023
PRX,EQY,PRODIGY GOLD NL                                             ,ORDINARY            ,0.008,20230630,2023
PSC,EQY,PROSPECT RESOURCES LIMITED                                  ,ORDINARY            ,0.16,20230630,2023
PSI,EQY,PSC INSURANCE GROUP LIMITED                                 ,ORDINARY            ,5.5,20230630,2023
PSL,EQY,PATERSON RESOURCES LTD                                      ,ORDINARY            ,0.027,20230630,2023
PSQ,EQY,PACIFIC SMILES GROUP LIMITED                                ,ORDINARY            ,1.355,20230630,2023
PTL,EQY,PENTAL LIMITED                                              ,ORDINARY            ,0.3175,20230630,2023
PTM,EQY,PLATINUM ASSET MANAGEMENT LIMITED                           ,ORDINARY            ,1.74,20230630,2023
PTR,EQY,PETRATHERM LTD                                              ,ORDINARY            ,0.078,20230630,2023
PTX,EQY,PRESCIENT THERAPEUTICS LIMITED                              ,ORDINARY            ,0.081,20230630,2023
PUA,EQY,PEAK MINERALS LIMITED                                       ,ORDINARY            ,0.002,20230630,2023
PUR,EQY,PURSUIT MINERALS LTD                                        ,ORDINARY            ,0.014,20230630,2023
PV1,EQY,PROVARIS ENERGY LTD                                         ,ORDINARY            ,0.05,20230630,2023
PVE,EQY,PO VALLEY ENERGY LIMITED                                    ,ORDINARY            ,0.073,20230630,2023
PVL,EQY,POWERHOUSE VENTURES LIMITED                                 ,ORDINARY            ,0.052,20230629,2023
PVS,EQY,PIVOTAL SYSTEMS CORPORATION                                 ,CDI1:1 USPROHEXCLQIB,0.006,20230629,2023
PVT,EQY,PIVOTAL METALS LIMITED                                      ,ORDINARY            ,0.021,20230630,2023
PVW,EQY,PVW RESOURCES LIMITED                                       ,ORDINARY            ,0.08,20230630,2023
PWH,EQY,PWR HOLDINGS LIMITED                                        ,ORDINARY            ,8.67,20230630,2023
PWN,EQY,PARKWAY CORPORATE LIMITED                                   ,ORDINARY            ,0.01,20230630,2023
PWR,EQY,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED                    ,ORDINARY            ,2.46,20230630,2023
PXA,EQY,PEXA GROUP LIMITED                                          ,ORDINARY            ,13.61,20230630,2023
PXS,EQY,PHARMAXIS LTD                                               ,ORDINARY            ,0.049,20230630,2023
PXX,EQY,POLARX LIMITED                                              ,ORDINARY            ,0.0115,20230630,2023
PYC,EQY,PYC THERAPEUTICS LIMITED                                    ,ORDINARY            ,0.056,20230630,2023
PYRDA,EQY,PAYRIGHT LIMITED                                            ,DEFERRED SETTLEMENT ,0.51,20230630,2023
QAL,EQY,QUALITAS LIMITED                                            ,ORDINARY            ,2.69,20230630,2023
QAN,EQY,QANTAS AIRWAYS LIMITED                                      ,ORDINARY            ,6.2,20230630,2023
QBE,EQY,QBE INSURANCE GROUP LIMITED                                 ,ORDINARY            ,15.67,20230630,2023
QEM,EQY,QEM LIMITED                                                 ,ORDINARY            ,0.185,20230630,2023
QFE,EQY,QUICKFEE LIMITED                                            ,ORDINARY            ,0.052,20230630,2023
QGL,EQY,QUANTUM GRAPHITE LIMITED                                    ,ORDINARY            ,0.55,20230630,2023
QHL,EQY,QUICKSTEP HOLDINGS LIMITED                                  ,ORDINARY            ,0.245,20230630,2023
QIP,EQY,QANTM INTELLECTUAL PROPERTY LIMITED                         ,ORDINARY            ,0.84,20230630,2023
QML,EQY,QMINES LIMITED                                              ,ORDINARY            ,0.12,20230630,2023
QOR,EQY,QORIA LIMITED                                               ,ORDINARY            ,0.245,20230630,2023
QPM,EQY,QUEENSLAND PACIFIC METALS LIMITED                           ,ORDINARY            ,0.1,20230630,2023
QUB,EQY,QUBE HOLDINGS LIMITED                                       ,ORDINARY            ,2.85,20230630,2023
QUE,EQY,QUESTE COMMUNICATIONS LIMITED                               ,ORDINARY            ,0.024,20230203,2023
QVE,EQY,QV EQUITIES LIMITED                                         ,ORDINARY            ,0.935,20230630,2023
QXR,EQY,QX RESOURCES LIMITED                                        ,ORDINARY            ,0.019,20230630,2023
R3D,EQY,R3D RESOURCES LIMITED                                       ,ORDINARY            ,0.03,20230630,2023
R8R,EQY,REGENER8 RESOURCES NL                                       ,ORDINARY            ,0.16,20230630,2023
RAC,EQY,RACE ONCOLOGY LTD                                           ,ORDINARY            ,1.225,20230630,2023
RAD,EQY,RADIOPHARM THERANOSTICS LIMITED                             ,ORDINARY            ,0.105,20230630,2023
RAG,EQY,RAGNAR METALS LIMITED                                       ,ORDINARY            ,0.026,20230630,2023
RAN,EQY,RANGE INTERNATIONAL LIMITED                                 ,ORDINARY            ,0.006,20221221,2023
RAS,EQY,RAGUSA MINERALS LTD                                         ,ORDINARY            ,0.065,20230630,2023
RB6,EQY,RUBIX RESOURCES LIMITED                                     ,ORDINARY            ,0.225,20230630,2023
RBD,EQY,RESTAURANT BRANDS NEW ZEALAND LIMITED                       ,ORD FOR. EXEMPT NZX ,6.29,20230630,2023
RBL,EQY,REDBUBBLE LIMITED                                           ,ORDINARY            ,0.37,20230630,2023
RBR,EQY,RBR GROUP LIMITED                                           ,ORDINARY            ,0.002,20230630,2023
RBX,EQY,RESOURCE BASE LIMITED.                                      ,ORDINARY            ,0.18,20230630,2023
RC1,EQY,REDCASTLE RESOURCES LIMITED                                 ,ORDINARY            ,0.011,20230629,2023
RCE,EQY,RECCE PHARMACEUTICALS LTD                                   ,ORDINARY            ,0.625,20230630,2023
RCL,EQY,READCLOUD LIMITED                                           ,ORDINARY            ,0.056,20230630,2023
RCR,EQY,RINCON RESOURCES LIMITED                                    ,ORDINARY            ,0.047,20230630,2023
RCW,EQY,RIGHTCROWD LIMITED                                          ,ORDINARY            ,0.012,20230630,2023
RDG,EQY,RESOURCE DEVELOPMENT GROUP LIMITED                          ,ORDINARY            ,0.054,20230629,2023
RDM,EQY,RED METAL LIMITED                                           ,ORDINARY            ,0.066,20230630,2023
RDN,EQY,RAIDEN RESOURCES LIMITED                                    ,ORDINARY            ,0.01,20230630,2023
RDS,EQY,REDSTONE RESOURCES LIMITED                                  ,ORDINARY            ,0.007,20230630,2023
RDY,EQY,READYTECH HOLDINGS LIMITED                                  ,ORDINARY            ,3.3,20230630,2023
REA,EQY,REA GROUP LTD                                               ,ORDINARY            ,143.03,20230630,2023
REC,EQY,RECHARGE METALS LIMITED                                     ,ORDINARY            ,0.37,20230630,2023
RED,EQY,RED 5 LIMITED                                               ,ORDINARY            ,0.19,20230630,2023
REE,EQY,RAREX LIMITED                                               ,ORDINARY            ,0.036,20230630,2023
REG,EQY,REGIS HEALTHCARE LIMITED                                    ,ORDINARY            ,2.22,20230630,2023
REH,EQY,REECE LIMITED                                               ,ORDINARY            ,18.57,20230630,2023
REM,EQY,REMSENSE TECHNOLOGIES LIMITED                               ,ORDINARY            ,0.062,20230630,2023
REX,EQY,REGIONAL EXPRESS HOLDINGS LIMITED                           ,ORDINARY            ,1.03,20230630,2023
REY,EQY,REY RESOURCES LIMITED                                       ,ORDINARY            ,0.175,20230630,2023
REZ,EQY,RESOURCES & ENERGY GROUP LIMITED                            ,ORDINARY            ,0.024,20230630,2023
RFA,EQY,RARE FOODS AUSTRALIA LIMITED                                ,ORDINARY            ,0.072,20230630,2023
RFG,EQY,RETAIL FOOD GROUP LIMITED                                   ,ORDINARY            ,0.057,20230630,2023
RFT,EQY,RECTIFIER TECHNOLOGIES LTD                                  ,ORDINARY            ,0.05,20230630,2023
RFX,EQY,REDFLOW LIMITED                                             ,ORDINARY            ,0.195,20230630,2023
RG8,EQY,REGAL ASIAN INVESTMENTS LIMITED                             ,ORDINARY            ,2.09,20230630,2023
RGL,EQY,RIVERSGOLD LIMITED                                          ,ORDINARY            ,0.015,20230630,2023
RGS,EQY,REGENEUS LTD                                                ,ORDINARY            ,0.007,20230630,2023
RHC,EQY,RAMSAY HEALTH CARE LIMITED                                  ,ORDINARY            ,56.29,20230630,2023
RHI,EQY,RED HILL MINERALS LIMITED                                   ,ORDINARY            ,4.45,20230630,2023
RHT,EQY,RESONANCE HEALTH LIMITED                                    ,ORDINARY            ,0.042,20230630,2023
RHY,EQY,RHYTHM BIOSCIENCES LIMITED                                  ,ORDINARY            ,0.41,20230630,2023
RIC,EQY,RIDLEY CORPORATION LIMITED                                  ,ORDINARY            ,2,20230630,2023
RIE,EQY,RIEDEL RESOURCES LIMITED                                    ,ORDINARY            ,0.005,20230630,2023
